t1_mass,rx_mass,ry_mass,rz_mass,Vx_mass,Vy_mass,Vz_mass,Lam1_mass,Lam2_mass,Lam3_mass,omx_mass,omy_mass,omz_mass,Omx_mass,Omy_mass,Omz_mass,Lam_tr_mas1,Lam_tr_mas2,Lam_tr_mas3,Fi_mas,Fi_mas_tr
23.0000000000008,-333941.20944802,-4184767.9618451,5602256.38134333,4417.37128478443,-6070.92646721624,-4201.10843669212,-3.34747728305102e-10,-3.77967995664388e-08,0.0349237957012959,-7.70469959314392e-10,1.18105307108063e-09,0.00349397518585203,2.63836646682777,-0.100345554816604,-439.477414474372,0,0,0.0401317925325598,0.0493896789967896,0.0802851455917397
24.000000000001,-329523.645610243,-4190836.46348546,5598052.02033747,4417.7555367878,-6066.07565657024,-4207.61274153637,-7.36789585844884e-10,-3.72147413445504e-08,0.0366692115548403,-5.09298377774404e-10,1.18441339642356e-09,0.00349439531975195,2.63798547035681,-0.104837617035032,-439.526757577539,0,0,0.0418756537291998,0.0518601271690495,0.0837758040957262
25.0000000000011,-325105.700082516,-4196900.11084619,5593841.15752965,4418.13466457707,-6061.21790975088,-4214.11203825533,-1.0318177631117e-09,-3.66271204425532e-08,0.0384146719408642,-3.36085659919078e-10,1.18702789584938e-09,0.00349482416984661,2.63759661144737,-0.109253286857246,-439.577134381387,0,0,0.0436193873653362,0.0543308134207237,0.0872664625997148
26.0000000000013,-320687.377989373,-4202958.89699656,5589623.79793504,4418.50866751457,-6056.3532377018,-4220.60631272101,-1.25588683555489e-09,-3.60354193130261e-08,0.0401601745525488,-2.21221088627101e-10,1.18922198272833e-09,0.00349526655475748,2.63719754426777,-0.113592408657522,-439.629150747826,0,0,0.045362988129254,0.0568017490928731,0.0907571211037078
27.0000000000014,-316268.684455976,-4209012.81501684,5585399.94658298,4418.8775449846,-6051.48165139573,-4227.0955508276,-1.43291419308583e-09,-3.54406332589762e-08,0.0419057189883651,-1.45061827543651e-10,1.19118754488125e-09,0.00349572542834718,2.63678680101599,-0.117854819206287,-439.683177952609,0,0,0.0471064507096429,0.0592729478827556,0.094247779607692
28.0000000000016,-311849.624608091,-4215061.85799826,5581169.60851687,4419.24129639342,-6046.60316183447,-4233.57973849155,-1.57876588407806e-09,-3.48434304622555e-08,0.0436513060143038,-9.45776166271784e-11,1.19303508124643e-09,0.00349620260026467,2.63636349651676,-0.122040351185123,-439.739443329868,0,0,0.0488497697956135,0.0617444243991168,0.097738438111685
29.0000000000017,-307430.203572067,-4221106.0190431,5576932.78879417,4419.59992116926,-6041.71778004879,-4240.0588616517,-1.70396705711409e-09,-3.42442597966793e-08,0.0453969371110887,-6.11248406506301e-11,1.19482631594539e-09,0.00349669917787776,2.6359271322517,-0.126148835423447,-439.79808586719,0,0,0.0505929400767136,0.0642161933771532,0.101229096615673
30.0000000000019,-303010.426474814,-4227145.29126464,5572689.49248641,4419.95341876229,-6036.82551709832,-4246.53290626935,-1.81549998088156e-09,-3.36434232806565e-08,0.0471426141962282,-3.89698488656042e-11,1.19659431048679e-09,0.00349721583738666,2.63547746635517,-0.130180102284876,-439.859190311713,0,0,0.0523359562429441,0.0666882693161764,0.104719755119661
31.000000000002,-298590.29844378,-4233179.66778727,5568439.72467915,4420.30178864465,-6031.92638407151,-4253.00185832839,-1.91799678055168e-09,-3.30411246738602e-08,0.0488883394533608,-2.43093398319602e-11,1.19835567933601e-09,0.00349775299020079,2.63501442737253,-0.134133982503579,-439.922808100325,0,0,0.0540788129847756,0.069160666369383,0.108210413623649
32.0000000000022,-294169.824606931,-4239209.14174647,5564183.49047194,4420.64503031043,-6027.02039208549,-4259.46570383541,-2.01453064352287e-09,-3.24375020269711e-08,0.0506341152274713,-1.46205036103688e-11,1.20011788500796e-09,0.00349831088508149,2.63453805705105,-0.138010307673844,-439.98897020923,0,0,0.0558215049931642,0.0716333983662845,0.111701072127636
33.000000000002,-289749.010092726,-4245233.70628884,5559920.79497832,4420.98314327572,-6022.10755228607,-4265.92442881977,-2.10714066171626e-09,-3.18326494617936e-08,0.0523799439605519,-8.22992520171007e-12,1.2018835098642e-09,0.00349888967087093,2.63404847239069,-0.141808910526531,-440.057695045256,0,0,0.0575640269595677,0.0741064788881681,0.115191730631627
34.0000000000018,-285327.8600301,-4251253.35457216,5555651.64332578,4421.31612707855,-6017.18787584755,-4272.37801933371,-2.19717997811691e-09,-3.12266317357804e-08,0.0541258281521009,-4.02761240358387e-12,1.20365269807725e-09,0.00349948943502082,2.63354584047212,-0.145529625078077,-440.128993292791,0,0,0.0593063735759621,0.0765799213513401,0.118682389135617
